# milliseconds,radio_intensity
6745.74,-2.03
6750.20,-1.86
6754.66,-1.95
6759.11,-1.86
6763.57,-1.20
6768.03,-1.34
6772.49,-1.09
6776.95,-0.62
6781.41,-0.56
6785.87,-0.59
6790.32,-0.65
6794.78,-0.38
6799.24,-0.70
6803.70,-0.67
6808.16,-0.54
6812.62,-0.64
6817.08,-0.70
6821.53,-0.75
6825.99,-0.85
6830.45,-0.69
6834.91,-0.81
6839.37,-0.58
6843.83,-0.39
6848.29,-0.60
6852.74,-0.40
6857.20,-0.38
6861.66,0.07
6866.12,-0.19
6870.58,0.36
6875.04,-0.04
6879.49,0.46
6883.95,0.21
6888.41,0.02
6892.87,-0.03
6897.33,0.01
6901.79,0.18
6906.25,0.24
6910.70,-0.04
6915.16,-0.49
6919.62,0.01
6924.08,0.11
6928.54,0.32
6933.00,0.62
6937.46,0.84
6941.91,1.12
6946.37,1.43
6950.83,2.01
6955.29,1.78
6959.75,2.09
6964.21,2.19
6968.67,2.54
6973.12,2.32
6977.58,2.43
6982.04,2.49
6986.50,2.18
6990.96,2.50
6995.42,2.31
6999.87,2.46
7004.33,2.16
7008.79,2.01
7013.25,2.38
7017.71,2.32
7022.17,2.09
7026.63,1.56
7031.08,1.55
7035.54,1.70
7040.00,1.59
7044.46,1.60
7048.92,1.88
7053.38,2.39
7057.84,2.32
7062.29,2.47
7066.75,2.46
7071.21,2.68
7075.67,3.25
7080.13,3.47
7084.59,3.52
7089.05,4.02
7093.50,4.43
7097.96,4.58
7102.42,5.48
7106.88,5.77
7111.34,6.52
7115.80,7.19
7120.26,7.74
7124.71,8.64
7129.17,9.21
7133.63,9.78
7138.09,10.22
7142.55,10.02
7147.01,10.09
7151.46,10.23
7155.92,10.52
7160.38,10.55
7164.84,10.17
7169.30,10.31
7173.76,10.43
7178.22,10.82
7182.67,10.91
7187.13,10.96
7191.59,10.54
7196.05,10.92
7200.51,10.78
7204.97,10.97
7209.43,10.97
7213.88,10.94
7218.34,11.35
7222.80,10.99
7227.26,11.06
7231.72,11.51
7236.18,13.37
7240.64,14.50
7245.09,15.95
7249.55,17.25
7254.01,18.03
7258.47,18.66
7262.93,19.26
7267.39,19.74
7271.84,19.42
7276.30,19.27
7280.76,19.08
7285.22,18.66
7289.68,18.49
7294.14,18.40
7298.60,17.86
7303.05,17.02
7307.51,15.77
7311.97,15.09
7316.43,14.13
7320.89,13.34
7325.35,12.75
7329.81,12.18
7334.26,11.47
7338.72,11.14
7343.18,10.89
7347.64,10.41
7352.10,9.88
7356.56,9.68
7361.02,10.00
7365.47,9.51
7369.93,9.50
7374.39,9.48
7378.85,8.93
7383.31,8.95
7387.77,9.67
7392.22,10.23
7396.68,10.70
7401.14,11.34
7405.60,11.42
7410.06,11.58
7414.52,11.40
7418.98,11.32
7423.43,10.96
7427.89,10.60
7432.35,10.50
7436.81,10.52
7441.27,11.32
7445.73,11.50
7450.19,12.28
7454.64,12.39
7459.10,13.16
7463.56,13.21
7468.02,14.29
7472.48,15.22
7476.94,16.49
7481.40,17.52
7485.85,18.04
7490.31,18.94
7494.77,19.94
7499.23,20.38
7503.69,20.59
7508.15,20.54
7512.60,20.53
7517.06,20.99
7521.52,20.52
7525.98,19.61
7530.44,18.33
7534.90,16.64
7539.36,15.58
7543.81,14.00
7548.27,12.46
7552.73,11.19
7557.19,9.55
7561.65,7.78
7566.11,5.43
7570.57,4.73
7575.02,5.07
7579.48,5.39
7583.94,5.94
7588.40,6.18
7592.86,5.70
7597.32,5.12
7601.78,4.12
7606.23,3.63
7610.69,3.57
7615.15,3.17
7619.61,2.80
7624.07,2.54
7628.53,2.19
7632.98,2.41
7637.44,1.67
7641.90,1.95
7646.36,1.64
7650.82,1.28
7655.28,0.86
7659.74,0.98
7664.19,0.37
7668.65,0.09
7673.11,-0.11
7677.57,-0.36
7682.03,-0.21
7686.49,0.42
7690.95,0.82
7695.40,0.73
7699.86,0.68
7704.32,0.41
7708.78,-0.18
7713.24,-0.65
7717.70,-0.61
7722.16,-1.28
7726.61,-0.80
7731.07,-0.69
7735.53,-0.65
7739.99,0.09
7744.45,0.06
7748.91,0.15
7753.36,-0.22
7757.82,-0.90
7762.28,-1.03
7766.74,-1.34
7771.20,-0.94
7775.66,-0.51
7780.12,-0.58
7784.57,0.05
7789.03,0.05
7793.49,0.23
7797.95,-0.03
7802.41,-0.01
7806.87,-0.33
7811.33,0.04
7815.78,-0.19
7820.24,-0.23
7824.70,-0.94
7829.16,-1.53
7833.62,-1.08
7838.08,-1.24
7842.54,-0.59
7846.99,-0.37
7851.45,0.10
7855.91,0.40
7860.37,0.46
7864.83,0.20
7869.29,0.54
7873.74,0.15
7878.20,0.46
7882.66,0.23
7887.12,-0.08
7891.58,-0.18
7896.04,-0.15
7900.50,0.06
7904.95,-0.15
7909.41,-0.28
7913.87,-0.05
7918.33,-0.11
7922.79,0.17
7927.25,-0.03
7931.71,-0.21
7936.16,-0.21
7940.62,0.16
7945.08,-0.12
7949.54,0.03
7954.00,-0.33
7958.46,0.12
7962.92,-0.03
7967.37,-0.07
7971.83,-0.33
7976.29,-0.43
7980.75,-0.34
7985.21,-0.58
7989.67,-0.45
7994.12,-0.46
7998.58,-0.36
8003.04,-0.55
8007.50,-0.62
8011.96,-0.71
8016.42,-0.88
8020.88,-0.70
8025.33,-0.36
8029.79,-0.21
8034.25,-0.44
8038.71,-0.20
8043.17,-0.31
8047.63,-0.06
8052.09,0.03
8056.54,-0.22
8061.00,-0.45
8065.46,-0.15
8069.92,-0.09
8074.38,-0.36
8078.84,-0.52
8083.30,-0.40
8087.75,-0.14
8092.21,-0.50
8096.67,-0.40
8101.13,-0.60
8105.59,-0.43
8110.05,-0.16
8114.50,-0.36
8118.96,-0.31
8123.42,-0.43
8127.88,-0.69
8132.34,-0.23
8136.80,-0.51
8141.26,-0.46
8145.71,-0.15
8150.17,-0.27
8154.63,-0.09
8159.09,-0.32
8163.55,-0.48
8168.01,-0.22
8172.47,-0.11
8176.92,0.02
8181.38,0.01
8185.84,-0.04
8190.30,-0.21
8194.76,-0.27
8199.22,0.02
8203.68,-0.18
8208.13,-0.21
8212.59,0.00
8217.05,0.24
8221.51,-0.15
8225.97,0.33
8230.43,-0.11
8234.88,0.20
8239.34,0.27
8243.80,0.37
8248.26,-0.12
8252.72,-0.05
8257.18,0.07
8261.64,0.07
8266.09,0.11
8270.55,0.18
8275.01,0.10
8279.47,0.04
8283.93,0.17
8288.39,0.01
8292.85,0.09
8297.30,-0.09
8301.76,-0.13
8306.22,0.12
8310.68,-0.04
8315.14,0.31
8319.60,0.34
8324.06,0.64
8328.51,0.66
8332.97,0.34
8337.43,0.61
8341.89,0.69
8346.35,0.57
8350.81,0.76
8355.26,1.04
8359.72,1.06
8364.18,1.48
8368.64,2.11
8373.10,2.20
8377.56,2.94
8382.02,2.73
8386.47,2.91
8390.93,3.18
8395.39,3.55
8399.85,3.79
8404.31,3.91
8408.77,4.73
8413.23,4.97
8417.68,6.16
8422.14,6.45
8426.60,7.26
8431.06,7.81
8435.52,9.07
8439.98,10.70
8444.44,12.60
8448.89,14.69
8453.35,16.83
8457.81,18.70
8462.27,19.53
8466.73,19.09
8471.19,18.53
8475.64,18.23
8480.10,17.36
8484.56,17.07
8489.02,16.27
8493.48,15.99
8497.94,15.31
8502.40,14.16
8506.85,13.03
8511.31,11.99
8515.77,11.14
8520.23,9.97
8524.69,9.16
8529.15,7.98
8533.61,7.39
8538.06,6.44
8542.52,5.20
8546.98,4.34
8551.44,3.58
8555.90,3.07
8560.36,2.41
8564.82,1.42
8569.27,0.81
8573.73,0.02
8578.19,-0.62
8582.65,0.46
8587.11,1.08
8591.57,2.02
8596.02,2.92
8600.48,3.65
8604.94,5.37
8609.40,6.69
8613.86,8.41
8618.32,10.18
8622.78,9.46
8627.23,9.01
8631.69,8.13
8636.15,7.58
8640.61,7.32
8645.07,6.83
8649.53,6.12
8653.99,5.31
8658.44,5.09
8662.90,4.53
8667.36,4.45
8671.82,5.01
8676.28,4.84
8680.74,5.49
8685.20,5.79
8689.65,5.92
8694.11,6.11
8698.57,4.89
8703.03,4.09
8707.49,3.81
8711.95,2.72
8716.40,3.29
8720.86,4.63
8725.32,5.77
8729.78,6.95
8734.24,5.14
8738.70,4.09
8743.16,4.17
8747.61,4.39
8752.07,4.65
8756.53,5.02
8760.99,4.74
8765.45,5.06
8769.91,5.07
8774.37,5.90
8778.82,6.31
8783.28,6.40
8787.74,7.29
8792.20,7.72
8796.66,7.82
8801.12,8.65
8805.58,9.63
8810.03,9.69
8814.49,10.11
8818.95,10.49
8823.41,10.58
8827.87,11.17
8832.33,11.01
8836.78,11.84
8841.24,11.87
8845.70,13.06
8850.16,13.69
8854.62,13.73
8859.08,14.22
8863.54,14.21
8867.99,14.74
8872.45,15.00
8876.91,14.87
8881.37,14.80
8885.83,14.62
8890.29,13.60
8894.75,11.81
8899.20,10.44
8903.66,8.71
8908.12,8.10
8912.58,7.55
8917.04,7.23
8921.50,6.66
8925.96,6.02
8930.41,5.93
8934.87,5.13
8939.33,5.38
8943.79,5.14
8948.25,4.95
8952.71,4.48
8957.16,3.98
8961.62,3.80
8966.08,3.06
8970.54,2.69
8975.00,2.01
8979.46,1.15
8983.92,0.93
8988.37,0.27
8992.83,0.36
8997.29,0.34
9001.75,0.92
9006.21,0.84
9010.67,0.97
9015.13,1.01
9019.58,0.70
9024.04,0.75
9028.50,0.30
9032.96,0.25
9037.42,0.46
9041.88,1.53
9046.34,1.52
9050.79,1.19
9055.25,0.71
9059.71,0.57
9064.17,-0.23
9068.63,-0.29
9073.09,-0.45
9077.54,-0.67
9082.00,-0.95
9086.46,-0.64
9090.92,-0.47
9095.38,-0.91
9099.84,-0.77
9104.30,-0.88
9108.75,-0.91
9113.21,-0.82
9117.67,-0.85
9122.13,-0.58
9126.59,-0.40
9131.05,-0.45
9135.51,-0.67
9139.96,-0.56
9144.42,-0.66
9148.88,-0.62
9153.34,-0.62
9157.80,-0.44
9162.26,-0.46
9166.72,-0.45
9171.17,-0.89
9175.63,-0.81
9180.09,-0.80
9184.55,-0.42
9189.01,-0.55
9193.47,-0.78
9197.92,-0.60
9202.38,-0.61
9206.84,-0.57
9211.30,-0.78
9215.76,-0.63
9220.22,-0.42
9224.68,-0.42
9229.13,-0.52
9233.59,-0.55
9238.05,-0.57
9242.51,-0.33
9246.97,-0.43
9251.43,-0.73
9255.89,-0.78
9260.34,-0.79
9264.80,-0.59
9269.26,-0.68
9273.72,-0.34
9278.18,-0.27
9282.64,-0.56
9287.10,-0.36
9291.55,-0.37
9296.01,-0.35
9300.47,-0.43
9304.93,-0.55
9309.39,-0.51
9313.85,-0.45
9318.30,-0.20
9322.76,-0.21
9327.22,-0.47
9331.68,-1.17
9336.14,-1.28
9340.60,-1.45
9345.06,-0.77
9349.51,0.03
9353.97,0.47
9358.43,1.33
9362.89,-0.73
9367.35,-0.83
9371.81,-0.91
9376.27,-1.10
9380.72,-0.87
9385.18,-0.71
9389.64,-0.94
9394.10,-0.80
9398.56,-0.99
9403.02,-0.80
9407.48,-0.05
9411.93,0.04
9416.39,0.50
9420.85,0.97
9425.31,0.36
9429.77,-0.28
9434.23,-1.45
9438.68,-1.93
9443.14,-1.38
9447.60,-0.48
9452.06,-0.59
9456.52,-0.43
9460.98,-0.44
9465.44,-0.29
9469.89,-0.41
9474.35,-0.36
9478.81,-0.39
9483.27,-0.55
9487.73,-0.41
9492.19,-0.40
9496.65,-0.22
9501.10,-0.08
9505.56,-0.26
9510.02,-0.49
9514.48,-0.40
9518.94,-0.13
9523.40,-0.44
9527.86,-0.34
9532.31,-0.29
9536.77,-0.19
9541.23,0.01
9545.69,0.06
9550.15,-0.43
9554.61,-0.08
9559.06,-0.30
9563.52,0.09
9567.98,0.02
9572.44,0.07
9576.90,-0.13
9581.36,0.02
9585.82,-0.33
9590.27,0.04
9594.73,-0.19
9599.19,0.09
9603.65,0.00
9608.11,0.03
9612.57,0.10
9617.03,0.01
9621.48,0.21
9625.94,-0.17
9630.40,0.15
9634.86,0.22
9639.32,0.08
9643.78,0.46
9648.24,0.87
9652.69,1.96
9657.15,1.74
9661.61,1.84
9666.07,1.52
9670.53,1.41
9674.99,2.01
9679.44,1.68
9683.90,2.18
9688.36,2.24
9692.82,2.79
9697.28,2.52
9701.74,2.35
9706.20,2.03
9710.65,1.81
9715.11,1.60
9719.57,2.18
9724.03,3.24
9728.49,3.70
9732.95,3.83
9737.41,4.03
9741.86,3.97
9746.32,3.97
9750.78,4.00
9755.24,4.14
9759.70,5.03
9764.16,5.24
9768.62,5.92
9773.07,6.66
9777.53,7.68
9781.99,8.63
9786.45,9.88
9790.91,10.98
9795.37,11.90
9799.82,13.18
9804.28,14.99
9808.74,16.08
9813.20,17.33
9817.66,19.05
9822.12,20.09
9826.58,20.82
9831.03,21.73
9835.49,22.31
9839.95,23.74
9844.41,25.26
9848.87,27.17
9853.33,29.71
9857.79,31.64
9862.24,33.97
9866.70,35.90
9871.16,37.91
9875.62,38.87
9880.08,39.07
9884.54,38.92
9889.00,37.68
9893.45,36.74
9897.91,35.17
9902.37,33.36
9906.83,31.45
9911.29,29.52
9915.75,27.49
9920.21,25.80
9924.66,23.68
9929.12,22.32
9933.58,20.66
9938.04,18.51
9942.50,17.19
9946.96,16.37
9951.41,16.13
9955.87,15.52
9960.33,15.85
9964.79,16.13
9969.25,16.09
9973.71,15.86
9978.17,16.09
9982.62,16.23
9987.08,16.05
9991.54,15.73
9996.00,15.88
10000.46,15.61
10004.92,15.67
10009.38,15.89
10013.83,15.29
10018.29,15.73
10022.75,15.23
10027.21,15.43
10031.67,14.72
10036.13,14.39
10040.59,13.99
10045.04,13.33
10049.50,12.61
10053.96,12.32
10058.42,11.82
10062.88,11.73
10067.34,11.49
10071.79,12.34
10076.25,12.33
10080.71,12.20
10085.17,11.74
10089.63,11.53
10094.09,11.55
10098.55,10.88
10103.00,10.61
10107.46,10.87
10111.92,10.31
10116.38,10.03
10120.84,9.81
10125.30,9.49
10129.76,9.23
10134.21,8.50
10138.67,8.14
10143.13,7.97
10147.59,7.87
10152.05,7.50
10156.51,7.26
10160.97,6.78
10165.42,6.05
10169.88,6.01
10174.34,5.85
10178.80,5.86
10183.26,5.98
10187.72,5.92
10192.17,6.05
10196.63,5.73
10201.09,5.93
10205.55,5.65
10210.01,5.63
10214.47,5.21
10218.93,4.51
10223.38,4.11
10227.84,3.74
10232.30,2.89
10236.76,2.35
10241.22,2.02
10245.68,1.63
10250.14,1.92
10254.59,1.75
10259.05,1.74
10263.51,1.65
10267.97,1.72
10272.43,1.68
10276.89,1.82
10281.35,1.86
10285.80,1.46
10290.26,1.43
10294.72,1.50
10299.18,1.73
10303.64,1.45
10308.10,1.69
10312.55,1.89
10317.01,1.10
10321.47,0.71
10325.93,0.57
10330.39,-0.12
10334.85,0.06
10339.31,0.43
10343.76,0.58
10348.22,0.89
10352.68,0.86
10357.14,1.02
10361.60,0.91
10366.06,0.66
10370.52,0.76
10374.97,0.00
10379.43,0.13
10383.89,-0.08
10388.35,-0.45
10392.81,-0.42
10397.27,-0.08
10401.73,-0.61
10406.18,-0.37
10410.64,-0.11
10415.10,-0.17
10419.56,-0.57
10424.02,-0.65
10428.48,-0.17
10432.93,-0.13
10437.39,-0.59
10441.85,-0.50
10446.31,-0.48
10450.77,-0.59
10455.23,-0.22
10459.69,-0.31
10464.14,-0.30
10468.60,-0.30
10473.06,-0.54
10477.52,-0.28
10481.98,-0.44
10486.44,-0.44
10490.90,-0.16
10495.35,-0.16
10499.81,-0.76
10504.27,-0.80
10508.73,-1.66
10513.19,-0.99
10517.65,-0.63
10522.11,-0.46
10526.56,0.19
10531.02,0.25
10535.48,-0.05
10539.94,0.29
10544.40,-0.06
10548.86,0.04
10553.31,-0.04
10557.77,0.32
10562.23,0.02
10566.69,0.34
10571.15,0.16
10575.61,0.10
10580.07,-0.25
10584.52,-0.14
10588.98,0.03
10593.44,-0.14
10597.90,-0.21
10602.36,-0.04
10606.82,0.06
10611.28,-0.09
10615.73,0.14
10620.19,0.05
10624.65,-0.02
10629.11,-0.19
10633.57,-0.02
10638.03,0.05
10642.49,-0.50
10646.94,-0.07
10651.40,-0.51
10655.86,-0.19
10660.32,-0.32
10664.78,-0.56
10669.24,-0.55
10673.69,-0.12
10678.15,-1.20
10682.61,-1.40
10687.07,-0.51
10691.53,0.25
10695.99,0.74
10700.45,-0.89
10704.90,-0.61
10709.36,-0.74
10713.82,-0.85
10718.28,-0.77
10722.74,-0.93
10727.20,-0.47
10731.66,-0.69
10736.11,-0.91
10740.57,-0.58
10745.03,-0.92
10749.49,-0.64
10753.95,-0.37
10758.41,-0.77
10762.87,-0.70
10767.32,-0.58
10771.78,-0.63
10776.24,-0.91
10780.70,-0.38
10785.16,-0.92
10789.62,-0.82
10794.07,-0.41
10798.53,-0.67
10802.99,-0.90
10807.45,-0.61
10811.91,-0.90
10816.37,-0.38
10820.83,-0.52
10825.28,-0.44
10829.74,-0.58
10834.20,-0.89
10838.66,-0.68
10843.12,-0.64
10847.58,-0.72
10852.04,-0.70
10856.49,-0.68
10860.95,-0.51
10865.41,-0.39
10869.87,-0.90
10874.33,-0.39
10878.79,-0.51
10883.25,-0.79
10887.70,-0.49
10892.16,-0.51
10896.62,-0.92
10901.08,-0.41
10905.54,-0.45
10910.00,-0.90
10914.45,-0.49
10918.91,-0.74
10923.37,-0.56
10927.83,-0.68
10932.29,-0.39
10936.75,-0.26
10941.21,0.00
10945.66,-0.08
10950.12,-0.27
10954.58,0.08
10959.04,0.38
10963.50,0.25
10967.96,1.26
10972.42,1.74
10976.87,1.16
10981.33,0.92
10985.79,0.37
10990.25,0.65
10994.71,0.66
10999.17,0.34
11003.63,0.35
11008.08,0.39
11012.54,0.24
11017.00,0.58
11021.46,2.18
11025.92,2.11
11030.38,2.00
11034.83,2.02
11039.29,1.92
11043.75,1.49
11048.21,1.23
11052.67,1.60
11057.13,1.35
11061.59,1.46
11066.04,1.27
11070.50,1.69
11074.96,1.56
11079.42,1.70
11083.88,1.49
11088.34,1.74
11092.80,1.87
11097.25,1.41
11101.71,1.93
11106.17,2.56
11110.63,3.25
11115.09,4.15
11119.55,4.96
11124.01,6.23
11128.46,6.59
11132.92,7.68
11137.38,8.46
11141.84,9.00
11146.30,9.42
11150.76,9.93
11155.21,10.32
11159.67,10.75
11164.13,11.09
11168.59,11.85
11173.05,12.34
11177.51,12.69
11181.97,13.01
11186.42,13.35
11190.88,13.79
11195.34,14.16
11199.80,14.47
11204.26,14.95
11208.72,15.85
11213.18,15.69
11217.63,16.30
11222.09,16.56
11226.55,17.20
11231.01,17.50
11235.47,18.05
11239.93,16.51
11244.39,14.51
11248.84,12.89
11253.30,11.78
11257.76,10.18
11262.22,9.43
11266.68,8.37
11271.14,6.73
11275.59,6.89
11280.05,7.58
11284.51,8.65
11288.97,9.66
11293.43,10.80
11297.89,11.20
11302.35,12.46
11306.80,13.10
11311.26,13.56
11315.72,14.37
11320.18,15.10
11324.64,15.64
11329.10,15.77
11333.56,15.93
11338.01,15.79
11342.47,15.96
11346.93,16.32
11351.39,15.76
11355.85,15.97
11360.31,15.91
11364.77,14.52
11369.22,13.74
11373.68,12.54
11378.14,11.96
11382.60,11.53
11387.06,11.09
11391.52,10.67
11395.97,10.44
11400.43,9.79
11404.89,9.36
11409.35,8.64
11413.81,8.50
11418.27,7.29
11422.73,6.42
11427.18,5.22
11431.64,4.68
11436.10,3.35
11440.56,2.71
11445.02,1.26
11449.48,0.50
11453.94,-0.64
11458.39,-1.60
11462.85,-2.48
11467.31,-3.60
11471.77,-4.54
11476.23,-5.89
11480.69,-6.05
11485.15,-5.18
11489.60,-4.56
11494.06,-3.42
11498.52,-2.92
11502.98,-2.47
11507.44,-1.67
11511.90,-0.40
11516.35,0.61
11520.81,1.27
11525.27,1.84
11529.73,1.81
11534.19,1.90
11538.65,1.63
11543.11,1.77
11547.56,1.81
11552.02,1.68
11556.48,1.80
11560.94,2.16
11565.40,1.82
11569.86,2.14
11574.32,2.03
11578.77,2.02
11583.23,2.27
11587.69,1.81
11592.15,1.94
11596.61,1.77
11601.07,2.24
11605.53,1.72
11609.98,2.08
11614.44,2.20
11618.90,1.76
11623.36,1.71
11627.82,1.90
11632.28,1.83
11636.73,2.24
11641.19,1.78
11645.65,1.24
11650.11,0.43
11654.57,0.43
11659.03,0.25
11663.49,0.26
11667.94,0.98
11672.40,0.94
11676.86,0.69
11681.32,0.28
11685.78,-0.10
11690.24,-0.15
11694.70,-0.40
11699.15,-0.27
11703.61,-0.38
11708.07,-0.02
11712.53,-0.13
11716.99,-0.23
11721.45,-0.40
11725.91,-0.19
11730.36,-0.10
11734.82,0.11
11739.28,0.08
11743.74,0.05
11748.20,0.01
11752.66,-0.36
11757.11,-0.29
11761.57,-0.25
11766.03,0.11
11770.49,0.21
11774.95,0.16
11779.41,0.08
11783.87,0.04
11788.32,0.17
11792.78,-0.18
11797.24,-0.01
11801.70,-0.09
11806.16,-0.09
11810.62,0.29
11815.08,-0.08
11819.53,0.42
11823.99,0.13
11828.45,-0.34
11832.91,-0.37
11837.37,-0.49
11841.83,-0.82
11846.29,-0.47
11850.74,-0.43
11855.20,-0.83
11859.66,-0.54
11864.12,-0.28
11868.58,0.33
11873.04,0.05
11877.49,-0.14
11881.95,0.03
11886.41,-0.19
11890.87,-0.40
11895.33,0.09
11899.79,0.33
11904.25,0.71
11908.70,0.68
11913.16,1.33
11917.62,0.71
11922.08,1.06
11926.54,0.86
11931.00,0.88
11935.46,0.36
11939.91,0.46
11944.37,0.33
11948.83,0.39
11953.29,0.14
11957.75,0.22
11962.21,-0.26
11966.67,-0.43
11971.12,0.01
11975.58,-0.41
11980.04,-0.53
11984.50,-0.72
11988.96,-0.54
11993.42,-0.92
11997.87,-0.41
12002.33,-0.94
12006.79,-1.00
12011.25,-0.75
12015.71,-0.94
12020.17,-1.05
12024.63,-0.51
12029.08,-0.47
12033.54,-0.79
12038.00,-0.69
12042.46,-0.54
12046.92,-0.84
12051.38,-0.89
12055.84,-0.45
12060.29,-0.32
12064.75,-0.82
12069.21,-0.21
12073.67,-0.25
12078.13,-0.19
12082.59,0.01
12087.05,0.18
12091.50,-0.18
12095.96,0.32
12100.42,0.01
12104.88,0.13
12109.34,0.06
12113.80,0.39
12118.25,0.18
12122.71,0.28
12127.17,0.19
12131.63,0.31
12136.09,0.12
12140.55,0.01
12145.01,0.14
12149.46,-0.06
12153.92,0.42
12158.38,0.33
12162.84,0.28
12167.30,0.25
12171.76,0.05
12176.22,-0.19
12180.67,-0.86
12185.13,-0.91
12189.59,-0.54
12194.05,-0.17
12198.51,0.57
12202.97,1.06
12207.43,1.19
12211.88,0.96
12216.34,0.49
12220.80,0.06
12225.26,0.13
12229.72,-0.58
12234.18,-0.53
12238.63,-0.46
12243.09,-0.11
12247.55,-0.27
12252.01,-0.48
12256.47,-0.18
12260.93,-0.25
12265.39,-0.56
12269.84,-0.02
12274.30,0.14
12278.76,-0.07
12283.22,0.60
12287.68,0.42
12292.14,0.68
12296.60,1.18
12301.05,0.99
12305.51,1.25
12309.97,1.24
12314.43,1.27
12318.89,1.45
12323.35,0.89
12327.81,1.36
12332.26,1.42
12336.72,1.79
12341.18,1.81
12345.64,1.26
12350.10,0.17
12354.56,0.76
12359.01,1.14
12363.47,2.03
12367.93,2.14
12372.39,2.46
12376.85,2.92
12381.31,2.69
12385.77,3.10
12390.22,2.71
12394.68,2.74
12399.14,3.10
12403.60,3.03
12408.06,3.09
12412.52,2.65
12416.98,2.99
12421.43,2.98
12425.89,2.99
12430.35,3.64
12434.81,4.35
12439.27,5.28
12443.73,5.88
12448.19,7.18
12452.64,7.75
12457.10,9.17
12461.56,10.17
12466.02,10.90
12470.48,12.09
12474.94,12.93
12479.39,13.61
12483.85,14.33
12488.31,15.44
12492.77,15.42
12497.23,15.37
12501.69,15.13
12506.15,15.16
12510.60,14.64
12515.06,14.43
12519.52,14.59
12523.98,14.75
12528.44,14.41
12532.90,14.56
12537.36,15.22
12541.81,16.81
12546.27,18.00
12550.73,19.51
12555.19,20.54
12559.65,22.54
12564.11,24.20
12568.57,26.16
12573.02,27.44
12577.48,28.41
12581.94,28.91
12586.40,28.72
12590.86,29.09
12595.32,28.48
12599.77,28.43
12604.23,27.90
12608.69,27.91
12613.15,27.31
12617.61,27.29
12622.07,26.71
12626.53,26.18
12630.98,26.36
12635.44,24.99
12639.90,23.93
12644.36,22.68
12648.82,21.46
12653.28,20.60
12657.74,20.20
12662.19,19.02
12666.65,18.27
12671.11,17.86
12675.57,17.12
12680.03,17.38
12684.49,17.44
12688.95,17.42
12693.40,17.21
12697.86,17.33
12702.32,17.40
12706.78,17.20
12711.24,17.37
12715.70,17.33
12720.16,17.28
12724.61,17.78
12729.07,18.49
12733.53,18.72
12737.99,19.61
12742.45,21.28
12746.91,21.35
12751.36,20.66
12755.82,20.57
12760.28,21.37
12764.74,22.10
12769.20,22.27
12773.66,21.95
12778.12,21.46
12782.57,20.97
12787.03,19.93
12791.49,19.23
12795.95,18.58
12800.41,18.49
12804.87,18.36
12809.33,17.58
12813.78,17.57
12818.24,17.16
12822.70,16.64
12827.16,16.69
12831.62,16.78
12836.08,16.74
12840.54,16.58
12844.99,16.20
12849.45,16.04
12853.91,15.87
12858.37,14.79
12862.83,13.87
12867.29,12.74
12871.74,12.03
12876.20,11.42
12880.66,10.38
12885.12,9.49
12889.58,8.75
12894.04,8.48
12898.50,7.43
12902.95,7.38
12907.41,7.19
12911.87,7.55
12916.33,7.52
12920.79,7.55
12925.25,6.72
12929.71,6.66
12934.16,5.77
12938.62,5.36
12943.08,4.64
12947.54,3.63
12952.00,2.41
12956.46,1.83
12960.92,1.86
12965.37,1.71
12969.83,1.89
12974.29,2.34
12978.75,2.41
12983.21,2.41
12987.67,2.31
12992.12,1.70
12996.58,1.04
13001.04,1.45
13005.50,1.48
13009.96,1.75
13014.42,1.38
13018.88,1.05
13023.33,0.00
13027.79,-0.28
13032.25,-0.24
13036.71,-0.49
13041.17,-0.04
13045.63,-0.32
13050.09,-0.22
13054.54,-0.13
13059.00,-0.28
13063.46,-0.62
13067.92,-0.36
13072.38,-0.53
13076.84,-0.46
13081.30,-0.47
13085.75,-0.18
13090.21,-0.57
13094.67,-0.17
13099.13,-0.29
13103.59,-0.67
13108.05,-0.32
13112.50,-0.25
13116.96,-0.60
13121.42,-0.64
13125.88,-0.14
13130.34,-0.55
13134.80,-0.43
13139.26,-0.17
13143.71,-0.59
13148.17,-0.37
13152.63,-0.54
13157.09,-0.51
13161.55,-0.31
13166.01,-0.51
13170.47,-0.24
13174.92,-0.37
13179.38,-0.67
13183.84,-0.53
13188.30,-0.69
13192.76,-0.34
13197.22,-0.66
13201.68,-0.34
13206.13,-0.73
13210.59,-0.67
13215.05,-0.75
13219.51,-0.37
13223.97,-0.27
13228.43,-0.70
13232.88,-0.35
13237.34,-0.36
13241.80,-0.80
13246.26,-0.60
13250.72,-0.74
13255.18,-0.28
13259.64,-0.57
13264.09,-0.82
13268.55,-0.55
13273.01,-0.86
13277.47,-0.66
13281.93,-0.58
13286.39,-0.88
13290.85,-0.10
13295.30,1.10
13299.76,1.07
13304.22,0.08
13308.68,-0.74
13313.14,0.07
13317.60,0.82
13322.06,0.21
13326.51,0.57
13330.97,0.56
13335.43,0.41
13339.89,-0.04
13344.35,-0.04
13348.81,0.09
13353.26,-0.16
13357.72,0.24
13362.18,-0.17
13366.64,-0.09
13371.10,0.01
13375.56,-0.65
13380.02,-1.05
13384.47,-0.70
13388.93,-0.86
13393.39,-0.48
13397.85,-0.56
13402.31,-0.46
13406.77,-0.21
13411.23,-0.35
